Date,Open ,High,Low,Close,Adj Close,Volume,Datetimes
"Apr 12, 2019",360.69,361.75,349.36,351.14,351.14,"15,646,200",2019-04-12
"Apr 15, 2019",350.71,352.21,342.27,348.87,348.87,"8,842,300",2019-04-15
"Apr 16, 2019",355,364.48,352.72,359.46,359.46,"18,740,200",2019-04-16
"Apr 17, 2019",365.05,368.76,350.6,354.74,354.74,"18,054,100",2019-04-17
"Apr 18, 2019",355,360.41,351.64,360.35,360.35,"8,353,200",2019-04-18
"Apr 22, 2019",359.7,377.69,359,377.34,377.34,"11,980,500",2019-04-22
"Apr 23, 2019",375.45,384.8,374.71,381.89,381.89,"10,089,800",2019-04-23
"Apr 24, 2019",381.07,381.9,373.27,374.23,374.23,"6,541,900",2019-04-24
"Apr 25, 2019",374.49,374.76,365.7,368.33,368.33,"6,255,500",2019-04-25
"Apr 26, 2019",368.35,375.14,366.24,374.85,374.85,"5,621,900",2019-04-26
"Apr 29, 2019",373.68,374.58,369.12,371.83,371.83,"3,821,700",2019-04-29
"Apr 30, 2019",369.56,374.5,368.35,370.54,370.54,"3,870,100",2019-04-30
"May 1, 2019",374,385.99,373.17,378.81,378.81,"9,257,300",2019-05-01
"May 2, 2019",378,383.5,374.51,379.06,379.06,"5,398,200",2019-05-02
"May 3, 2019",381.53,385.03,378.27,385.03,385.03,"5,130,300",2019-05-03
"May 6, 2019",377.69,381.35,376,378.67,378.67,"5,793,100",2019-05-06
"May 7, 2019",377,379.91,365.81,370.46,370.46,"6,974,900",2019-05-07
"May 8, 2019",367.92,369,361.36,364.37,364.37,"6,572,000",2019-05-08
"May 9, 2019",360.9,364.2,352.75,362.75,362.75,"5,882,600",2019-05-09
"May 10, 2019",361.62,365.26,353.06,361.04,361.04,"5,657,100",2019-05-10
"May 13, 2019",352.29,354.26,343.1,345.26,345.26,"8,026,700",2019-05-13
"May 14, 2019",348.71,349.95,342.5,345.61,345.61,"5,353,000",2019-05-14
"May 15, 2019",343.34,356.5,341.39,354.99,354.99,"6,340,100",2019-05-15
"May 16, 2019",356.37,364,353.94,359.31,359.31,"6,441,500",2019-05-16
"May 17, 2019",356.39,359.62,353.79,354.45,354.45,"4,725,400",2019-05-17
"May 20, 2019",351.23,352.42,345.4,348.11,348.11,"4,621,500",2019-05-20
"May 21, 2019",350.95,356.43,349.93,354.27,354.27,"4,026,400",2019-05-21
"May 22, 2019",358.01,370.46,357.3,359.73,359.73,"6,229,400",2019-05-22
"May 23, 2019",355.5,357.42,347.7,352.21,352.21,"5,630,400",2019-05-23
"May 24, 2019",355.41,359.44,353.79,354.39,354.39,"3,831,000",2019-05-24
"May 28, 2019",354.39,361.2,353.65,355.06,355.06,"4,717,100",2019-05-28
"May 29, 2019",353.6,353.85,345.9,349.19,349.19,"5,658,900",2019-05-29
"May 30, 2019",350.55,354.21,348.3,351.85,351.85,"4,008,000",2019-05-30
"May 31, 2019",347.22,349.34,342.92,343.28,343.28,"5,023,400",2019-05-31
"Jun 3, 2019",343.56,347.66,332.65,336.63,336.63,"7,849,600",2019-06-03
"Jun 4, 2019",345,353.61,343.25,353.4,353.4,"7,891,600",2019-06-04
"Jun 5, 2019",354.38,357.88,348.71,355.73,355.73,"5,020,100",2019-06-05
"Jun 6, 2019",354.84,358.21,352.09,357.13,357.13,"3,710,000",2019-06-06
"Jun 7, 2019",357.39,365.15,355.69,360.87,360.87,"4,777,300",2019-06-07
"Jun 10, 2019",363.65,367.1,349.29,352.01,352.01,"7,810,300",2019-06-10
"Jun 11, 2019",355,357.58,348.5,351.27,351.27,"5,396,700",2019-06-11
"Jun 12, 2019",351.82,353.61,343.23,345.56,345.56,"4,584,700",2019-06-12
"Jun 13, 2019",347.23,348.5,339.25,343.43,343.43,"6,209,300",2019-06-13
"Jun 14, 2019",341.63,343.4,336.16,339.73,339.73,"5,019,000",2019-06-14
"Jun 17, 2019",342.69,351.77,342.06,350.62,350.62,"5,358,200",2019-06-17
"Jun 18, 2019",355.57,361.5,353.75,357.12,357.12,"5,428,500",2019-06-18
"Jun 19, 2019",361.72,364.74,356.12,363.52,363.52,"5,667,200",2019-06-19
"Jun 20, 2019",365.91,370.12,361.22,365.21,365.21,"5,899,500",2019-06-20
"Jun 21, 2019",365,371.45,365,369.21,369.21,"7,448,400",2019-06-21
"Jun 24, 2019",370.27,375,370.2,371.04,371.04,"4,830,200",2019-06-24
"Jun 25, 2019",370.75,371,358.29,360.3,360.3,"5,750,400",2019-06-25
"Jun 26, 2019",361.6,366.79,361.6,362.2,362.2,"3,669,700",2019-06-26
"Jun 27, 2019",363.2,370.85,363.2,370.02,370.02,"4,138,600",2019-06-27
"Jun 28, 2019",370.26,371.54,364.87,367.32,367.32,"4,592,700",2019-06-28
"Jul 1, 2019",373.5,376.66,372,374.6,374.6,"4,992,600",2019-07-01
"Jul 2, 2019",374.89,376,370.31,375.43,375.43,"3,625,000",2019-07-02
"Jul 3, 2019",376.69,381.99,375.84,381.72,381.72,"3,799,000",2019-07-03
"Jul 5, 2019",378.29,381.4,375.56,380.55,380.55,"3,732,200",2019-07-05
"Jul 8, 2019",378.19,378.25,375.36,376.16,376.16,"3,113,400",2019-07-08
"Jul 9, 2019",379.06,384.76,377.5,379.93,379.93,"6,932,800",2019-07-09
"Jul 10, 2019",382.77,384.34,362.68,381,381,"5,878,800",2019-07-10
"Jul 11, 2019",381.1,384.54,378.8,379.5,379.5,"4,336,300",2019-07-11
"Jul 12, 2019",378.68,379.74,372.79,373.25,373.25,"6,636,900",2019-07-12
"Jul 15, 2019",372.94,373.68,362.3,366.6,366.6,"7,944,700",2019-07-15
"Jul 16, 2019",370.09,371.34,364.92,365.99,365.99,"5,863,200",2019-07-16
"Jul 17, 2019",366.25,366.5,361.75,362.44,362.44,"13,639,500",2019-07-17
"Jul 18, 2019",323.76,329.85,320.3,325.21,325.21,"31,287,100",2019-07-18
"Jul 19, 2019",323.4,325.85,314.23,315.1,315.1,"16,302,500",2019-07-19
"Jul 22, 2019",312,314.54,305.81,310.62,310.62,"17,718,000",2019-07-22
"Jul 23, 2019",311.44,313.5,306,307.3,307.3,"9,171,100",2019-07-23
"Jul 24, 2019",310.51,319.99,307.25,317.94,317.94,"11,961,800",2019-07-24
"Jul 25, 2019",318.86,327.69,316.3,326.46,326.46,"10,798,500",2019-07-25
"Jul 26, 2019",328.79,336,327.5,335.78,335.78,"10,847,500",2019-07-26
"Jul 29, 2019",335.98,336.4,328.77,332.7,332.7,"5,782,800",2019-07-29
"Jul 30, 2019",329.2,329.65,323.23,325.93,325.93,"6,029,300",2019-07-30
"Jul 31, 2019",325.16,331.77,318.53,322.99,322.99,"6,259,500",2019-07-31
"Aug 1, 2019",324.25,328.58,318.74,319.5,319.5,"6,563,200",2019-08-01
"Aug 2, 2019",317.49,319.41,311.8,318.83,318.83,"6,280,300",2019-08-02
"Aug 5, 2019",310.96,313.42,304.68,307.63,307.63,"8,692,500",2019-08-05
"Aug 6, 2019",310.58,311.88,305.3,310.1,310.1,"6,179,100",2019-08-06
"Aug 7, 2019",302.56,305,296.81,304.29,304.29,"9,322,400",2019-08-07
"Aug 8, 2019",311.03,316.36,306.63,315.9,315.9,"5,905,900",2019-08-08
"Aug 9, 2019",313.74,316.64,305.68,308.93,308.93,"5,349,100",2019-08-09
"Aug 12, 2019",305.46,312.89,303.24,310.83,310.83,"6,531,700",2019-08-12
"Aug 13, 2019",309.77,316.43,308.16,312.28,312.28,"5,289,400",2019-08-13
"Aug 14, 2019",308.01,308.41,298.01,299.11,299.11,"7,355,800",2019-08-14
"Aug 15, 2019",299.5,300.63,288,295.76,295.76,"9,629,200",2019-08-15
"Aug 16, 2019",298.86,303.55,296.27,302.8,302.8,"6,905,800",2019-08-16
"Aug 19, 2019",306.25,311.75,304.75,309.38,309.38,"4,942,200",2019-08-19
"Aug 20, 2019",304.57,305,297.68,298.99,298.99,"7,349,900",2019-08-20
"Aug 21, 2019",301.61,302.88,296.2,297.81,297.81,"5,685,400",2019-08-21
"Aug 22, 2019",298.65,300.33,293.15,296.93,296.93,"4,974,200",2019-08-22
"Aug 23, 2019",295,299.01,290.32,291.44,291.44,"6,324,900",2019-08-23
"Aug 26, 2019",295.24,296.95,292.5,294.98,294.98,"4,695,700",2019-08-26
"Aug 27, 2019",294.54,296.77,287.2,291.03,291.03,"6,309,400",2019-08-27
"Aug 28, 2019",289.47,292.82,287.75,291.77,291.77,"3,955,700",2019-08-28
"Aug 29, 2019",295,299.93,294.99,296.78,296.78,"4,388,500",2019-08-29
"Aug 30, 2019",298.78,298.94,290.85,293.75,293.75,"4,446,400",2019-08-30
"Sep 3, 2019",290.82,293.9,288.06,289.29,289.29,"3,682,800",2019-09-03
"Sep 4, 2019",291.25,292.38,286.51,291.52,291.52,"4,652,500",2019-09-04
"Sep 5, 2019",285.32,293.97,282.79,293.25,293.25,"8,966,800",2019-09-05
"Sep 6, 2019",293.35,293.35,287.03,290.17,290.17,"5,166,600",2019-09-06
"Sep 9, 2019",294.81,301.55,290.6,294.34,294.34,"8,232,700",2019-09-09
"Sep 10, 2019",291.16,297.17,282.66,287.99,287.99,"12,320,200",2019-09-10
"Sep 11, 2019",285.7,292.65,284.61,288.27,288.27,"7,405,900",2019-09-11
"Sep 12, 2019",288.1,292.73,286.6,288.86,288.86,"5,010,900",2019-09-12
"Sep 13, 2019",290.61,296.62,290.04,294.15,294.15,"6,583,100",2019-09-13
"Sep 16, 2019",294.23,297.43,289.78,294.29,294.29,"5,307,400",2019-09-16
"Sep 17, 2019",294.5,299.15,291.79,298.6,298.6,"4,777,100",2019-09-17
"Sep 18, 2019",294.99,296.05,287.45,291.56,291.56,"7,811,100",2019-09-18
"Sep 19, 2019",291.56,293.81,283.4,286.6,286.6,"8,461,300",2019-09-19
"Sep 20, 2019",280.26,282.5,266,270.75,270.75,"23,832,800",2019-09-20
"Sep 23, 2019",268.35,273.39,261.89,265.92,265.92,"13,478,600",2019-09-23
"Sep 24, 2019",262.5,265,252.28,254.59,254.59,"16,338,200",2019-09-24
"Sep 25, 2019",255.71,266.6,253.7,264.75,264.75,"11,643,800",2019-09-25
"Sep 26, 2019",266.42,268.05,260.2,263.31,263.31,"7,684,000",2019-09-26
"Sep 27, 2019",266.18,267.44,260.39,263.08,263.08,"7,328,300",2019-09-27
"Sep 30, 2019",264,268.88,262.78,267.62,267.62,"6,727,200",2019-09-30
"Oct 1, 2019",267.35,272.2,264.03,269.58,269.58,"8,650,300",2019-10-01
"Oct 2, 2019",263.61,269.35,262.19,268.03,268.03,"7,659,100",2019-10-02
"Oct 3, 2019",267.78,268.84,257.01,268.15,268.15,"8,951,000",2019-10-03
"Oct 4, 2019",268.2,275.48,266.47,272.79,272.79,"9,890,400",2019-10-04
"Oct 7, 2019",271.99,276.68,271.28,274.46,274.46,"6,525,600",2019-10-07
"Oct 8, 2019",273.03,275.53,270.64,270.72,270.72,"6,276,400",2019-10-08
"Oct 9, 2019",270.02,271,264.57,267.53,267.53,"6,794,400",2019-10-09
"Oct 10, 2019",265.97,280.53,265.03,280.48,280.48,"10,809,100",2019-10-10
"Oct 11, 2019",284.8,287.87,282.34,282.93,282.93,"8,786,100",2019-10-11
"Oct 14, 2019",283.93,286.93,282,285.53,285.53,"5,513,200",2019-10-14
"Oct 15, 2019",283.82,285.87,279.4,284.25,284.25,"7,685,600",2019-10-15
"Oct 16, 2019",283.12,288.17,280.74,286.28,286.28,"16,175,900",2019-10-16
"Oct 17, 2019",304.49,308.75,288.3,293.35,293.35,"38,258,900",2019-10-17
"Oct 18, 2019",289.36,290.9,273.36,275.3,275.3,"23,429,900",2019-10-18
"Oct 21, 2019",272.89,279.94,269,278.05,278.05,"12,599,200",2019-10-21
"Oct 22, 2019",271.16,275.41,265.8,266.69,266.69,"11,802,400",2019-10-22
"Oct 23, 2019",268.06,273.92,266.63,271.27,271.27,"7,133,500",2019-10-23
"Oct 24, 2019",271.81,274.02,268.8,271.5,271.5,"4,827,400",2019-10-24
"Oct 25, 2019",270.68,277.77,270.18,276.82,276.82,"4,747,800",2019-10-25
"Oct 28, 2019",278.05,285.75,277.35,281.86,281.86,"6,248,400",2019-10-28
"Oct 29, 2019",281.87,284.41,277.55,281.21,281.21,"4,356,200",2019-10-29
"Oct 30, 2019",284.34,293.49,283,291.45,291.45,"9,345,600",2019-10-30
"Oct 31, 2019",291,291.45,284.78,287.41,287.41,"5,090,000",2019-10-31
"Nov 1, 2019",288.7,289.12,283.02,286.81,286.81,"5,594,300",2019-11-01
"Nov 4, 2019",288,295.39,287.16,292.86,292.86,"5,566,200",2019-11-04
"Nov 5, 2019",289.99,291.19,286.31,288.03,288.03,"4,062,400",2019-11-05
"Nov 6, 2019",288.19,290.56,285.84,288.59,288.59,"3,438,300",2019-11-06
"Nov 7, 2019",290.7,298.19,288.27,289.57,289.57,"5,928,500",2019-11-07
"Nov 8, 2019",288.73,293.99,287.51,291.57,291.57,"4,509,000",2019-11-08
"Nov 11, 2019",289.16,296.36,288.5,294.18,294.18,"3,944,300",2019-11-11
"Nov 12, 2019",295.32,295.35,288.7,292.01,292.01,"5,772,800",2019-11-12
"Nov 13, 2019",291.03,293.41,281.14,283.11,283.11,"9,158,900",2019-11-13
"Nov 14, 2019",283.25,290.63,283.22,289.62,289.62,"6,529,000",2019-11-14
"Nov 15, 2019",290.59,295.82,287.57,295.03,295.03,"6,333,800",2019-11-15
"Nov 18, 2019",296,304.99,293.28,302.57,302.57,"8,616,600",2019-11-18
"Nov 19, 2019",304.01,305.67,298.52,302.6,302.6,"5,918,000",2019-11-19
"Nov 20, 2019",301.01,308.25,301,305.16,305.16,"5,111,800",2019-11-20
"Nov 21, 2019",306,312.69,304.26,311.69,311.69,"7,488,400",2019-11-21
"Nov 22, 2019",309.1,311.4,304.41,310.48,310.48,"5,970,100",2019-11-22
"Nov 25, 2019",308.83,315.73,305.25,315.55,315.55,"7,873,900",2019-11-25
"Nov 26, 2019",315,316.5,311.69,312.49,312.49,"5,321,000",2019-11-26
"Nov 27, 2019",313.93,316.82,312.75,315.93,315.93,"4,096,900",2019-11-27
"Nov 29, 2019",315.78,316.62,313.34,314.66,314.66,"2,411,700",2019-11-29
"Dec 2, 2019",314.39,314.39,303.75,309.99,309.99,"6,218,800",2019-12-02
"Dec 3, 2019",302.22,307.36,301.88,306.16,306.16,"4,992,800",2019-12-03
"Dec 4, 2019",308.43,308.43,303.27,304.32,304.32,"3,512,100",2019-12-04
"Dec 5, 2019",305.27,306.48,298.81,302.86,302.86,"4,615,500",2019-12-05
"Dec 6, 2019",304.7,307.85,302.6,307.35,307.35,"4,457,800",2019-12-06
"Dec 9, 2019",307.35,311.49,302.44,302.5,302.5,"5,748,400",2019-12-09
"Dec 10, 2019",296.12,298.94,292.02,293.12,293.12,"10,476,100",2019-12-10
"Dec 11, 2019",294.49,299.43,294.2,298.93,298.93,"5,589,800",2019-12-11
"Dec 12, 2019",295.67,299.17,295.06,298.44,298.44,"4,766,600",2019-12-12
"Dec 13, 2019",298.5,301.8,297.25,298.5,298.5,"3,879,700",2019-12-13
"Dec 16, 2019",300.85,305.71,298.63,304.21,304.21,"4,658,900",2019-12-16
"Dec 17, 2019",307.36,316.8,306.6,315.48,315.48,"10,427,100",2019-12-17
"Dec 18, 2019",316.26,325.36,315.6,320.8,320.8,"11,207,400",2019-12-18
"Dec 19, 2019",324.5,332.83,324.18,332.22,332.22,"9,822,300",2019-12-19
"Dec 20, 2019",335,338,330.6,336.9,336.9,"9,914,900",2019-12-20
"Dec 23, 2019",337.76,337.95,331.02,333.1,333.1,"5,765,300",2019-12-23
"Dec 24, 2019",334.01,335.7,331.6,333.2,333.2,"2,019,300",2019-12-24
"Dec 26, 2019",334.6,336.46,332.01,332.63,332.63,"3,589,900",2019-12-26
"Dec 27, 2019",332.96,333.82,326.01,329.09,329.09,"5,036,100",2019-12-27
"Dec 30, 2019",329.08,329.19,322.86,323.31,323.31,"4,311,500",2019-12-30
"Dec 31, 2019",322,324.92,321.09,323.57,323.57,"3,713,300",2019-12-31
"Jan 2, 2020",326.1,329.98,324.78,329.81,329.81,"4,485,800",2020-01-02
"Jan 3, 2020",326.78,329.86,325.53,325.9,325.9,"3,806,900",2020-01-03
"Jan 6, 2020",323.12,336.36,321.2,335.83,335.83,"5,663,100",2020-01-06
"Jan 7, 2020",336.47,336.7,330.3,330.75,330.75,"4,703,200",2020-01-07
"Jan 8, 2020",331.49,342.7,331.05,339.26,339.26,"7,104,500",2020-01-08
"Jan 9, 2020",342,343.42,334.61,335.66,335.66,"4,709,300",2020-01-09
"Jan 10, 2020",337.13,338.5,327.27,329.05,329.05,"4,718,300",2020-01-10
"Jan 13, 2020",331.8,340.85,331.51,338.92,338.92,"6,290,000",2020-01-13
"Jan 14, 2020",344.4,345.38,335.52,338.69,338.69,"7,199,400",2020-01-14
"Jan 15, 2020",338.68,343.17,336.6,339.07,339.07,"5,158,000",2020-01-15
"Jan 16, 2020",343.5,343.56,335.85,338.62,338.62,"5,016,000",2020-01-16
"Jan 17, 2020",341,341.57,337.38,339.67,339.67,"6,066,500",2020-01-17
"Jan 21, 2020",340,341,332.59,338.11,338.11,"14,350,300",2020-01-21
"Jan 22, 2020",332.55,336.3,323.6,326,326,"21,730,000",2020-01-22
"Jan 23, 2020",326.04,349.88,325.01,349.6,349.6,"18,200,300",2020-01-23
"Jan 24, 2020",348.46,359.85,345.88,353.16,353.16,"17,939,700",2020-01-24
"Jan 27, 2020",345.95,351.9,341.02,342.88,342.88,"7,709,500",2020-01-27
"Jan 28, 2020",345.88,352.4,342.78,348.52,348.52,"6,821,600",2020-01-28
"Jan 29, 2020",349,349.4,338.55,343.16,343.16,"7,643,500",2020-01-29
"Jan 30, 2020",341.1,348.2,339.25,347.74,347.74,"5,328,100",2020-01-30
"Jan 31, 2020",347.39,347.39,340.98,345.09,345.09,"5,230,000",2020-01-31
"Feb 3, 2020",347.24,359.63,346.28,358,358,"6,670,600",2020-02-03
"Feb 4, 2020",361,369.57,356.1,369.01,369.01,"7,161,500",2020-02-04
"Feb 5, 2020",375.13,375.25,362.3,369.67,369.67,"6,437,000",2020-02-05
"Feb 6, 2020",369.6,371.55,362.51,366.95,366.95,"3,920,400",2020-02-06
"Feb 7, 2020",365.04,371.8,363.57,366.77,366.77,"4,385,200",2020-02-07
"Feb 10, 2020",365,374.8,362.52,371.07,371.07,"5,294,100",2020-02-10
"Feb 11, 2020",373.75,378.11,369.72,373.69,373.69,"4,772,900",2020-02-11
"Feb 12, 2020",377.18,380.62,375.88,380.01,380.01,"4,624,800",2020-02-12
"Feb 13, 2020",376.96,385.37,376.51,381.4,381.4,"4,485,400",2020-02-13
"Feb 14, 2020",381.47,385.15,379.43,380.4,380.4,"3,736,300",2020-02-14
"Feb 18, 2020",379.3,389.54,379.19,387.78,387.78,"5,173,900",2020-02-18
"Feb 19, 2020",388.12,392.95,384.9,386.19,386.19,"4,896,400",2020-02-19
"Feb 20, 2020",386.56,389.7,376.68,386,386,"4,079,400",2020-02-20
"Feb 21, 2020",385.33,387.32,377.9,380.07,380.07,"3,930,100",2020-02-21
"Feb 24, 2020",364.76,372.82,361,368.7,368.7,"6,936,400",2020-02-24
"Feb 25, 2020",372,375.65,357.72,360.09,360.09,"6,481,200",2020-02-25
"Feb 26, 2020",366.31,382,365,379.24,379.24,"8,934,100",2020-02-26
"Feb 27, 2020",371.46,391.56,370.6,371.71,371.71,"10,967,700",2020-02-27
"Feb 28, 2020",364.21,376.77,356.8,369.03,369.03,"11,168,600",2020-02-28
"Mar 2, 2020",373.11,381.36,364.5,381.05,381.05,"6,997,900",2020-03-02
"Mar 3, 2020",381.03,393.52,367.4,368.77,368.77,"8,364,600",2020-03-03
"Mar 4, 2020",377.77,384.01,370.51,383.79,383.79,"5,487,300",2020-03-04
"Mar 5, 2020",381,391.4,368.64,372.78,372.78,"8,747,000",2020-03-05
"Mar 6, 2020",367.7,371.31,356.85,368.97,368.97,"8,147,200",2020-03-06
"Mar 9, 2020",343.86,357.47,341.72,346.49,346.49,"7,405,500",2020-03-09
"Mar 10, 2020",356.43,364.54,347.85,364.13,364.13,"7,604,400",2020-03-10
"Mar 11, 2020",358.92,362.98,344.79,349.92,349.92,"6,036,000",2020-03-11
"Mar 12, 2020",326.5,335.72,307.32,315.25,315.25,"12,071,600",2020-03-12
"Mar 13, 2020",330.51,336.42,307.39,336.3,336.3,"9,458,200",2020-03-13
"Mar 16, 2020",306.63,334.35,294.75,298.84,298.84,"10,559,900",2020-03-16
"Mar 17, 2020",306.19,322.9,290.25,319.75,319.75,"10,013,900",2020-03-17
"Mar 18, 2020",302.4,331.58,300,315.47,315.47,"12,593,600",2020-03-18
"Mar 19, 2020",324.33,348.51,316.82,332.03,332.03,"10,616,000",2020-03-19
"Mar 20, 2020",342.31,350.49,332,332.83,332.83,"10,853,800",2020-03-20
"Mar 23, 2020",347.89,366.11,340.88,360.27,360.27,"13,449,400",2020-03-23
"Mar 24, 2020",369.99,372.93,353.03,357.32,357.32,"11,638,700",2020-03-24
"Mar 25, 2020",361.02,362,339.17,342.39,342.39,"8,767,200",2020-03-25
"Mar 26, 2020",344,363.84,341.73,362.99,362.99,"7,229,600",2020-03-26
"Mar 27, 2020",359.09,368.56,353,357.12,357.12,"7,948,800",2020-03-27
"Mar 30, 2020",363,377.8,361.17,370.96,370.96,"8,622,000",2020-03-30
"Mar 31, 2020",367.93,383.01,366.44,375.5,375.5,"9,366,500",2020-03-31
"Apr 1, 2020",376.05,380.23,361.02,364.08,364.08,"6,672,500",2020-04-01
"Apr 2, 2020",364.08,370.99,360.06,370.08,370.08,"4,592,500",2020-04-02
"Apr 3, 2020",367.47,370.9,357.51,361.76,361.76,"4,860,800",2020-04-03
"Apr 6, 2020",365.22,380.29,361.71,379.96,379.96,"8,183,900",2020-04-06
"Apr 7, 2020",380,381.33,369.34,372.28,372.28,"7,046,400",2020-04-07
"Apr 8, 2020",374.01,378.39,368.31,371.12,371.12,"6,908,900",2020-04-08
"Apr 9, 2020",371.06,372.1,363.03,370.72,370.72,"7,711,300",2020-04-09
"Apr 13, 2020",371.31,400.51,367.7,396.72,396.72,"11,692,900",2020-04-13
"Apr 14, 2020",397.5,417.82,394.85,413.55,413.55,"11,581,000",2020-04-14
"Apr 15, 2020",413,434.98,412.25,426.75,426.75,"13,561,200",2020-04-15
"Apr 16, 2020",437,449.52,431.61,439.17,439.17,"16,128,700",2020-04-16
"Apr 17, 2020",431,432,414.7,422.96,422.96,"12,616,300",2020-04-17
"Apr 20, 2020",435.17,444.49,430.56,437.49,437.49,"12,655,800",2020-04-20
"Apr 21, 2020",444.77,447,425.6,433.83,433.83,"23,177,600",2020-04-21
"Apr 22, 2020",429.73,433,413,421.42,421.42,"21,084,800",2020-04-22
"Apr 23, 2020",419.26,438.41,419.26,426.7,426.7,"13,952,300",2020-04-23
"Apr 24, 2020",425,427.17,415.88,424.99,424.99,"8,658,900",2020-04-24
"Apr 27, 2020",425,429,420.84,421.38,421.38,"6,277,500",2020-04-27
"Apr 28, 2020",419.99,421,402.91,403.83,403.83,"10,101,200",2020-04-28
"Apr 29, 2020",399.53,415.86,393.6,411.89,411.89,"9,693,100",2020-04-29
"Apr 30, 2020",410.31,424.44,408,419.85,419.85,"7,954,000",2020-04-30
"May 1, 2020",415.1,427.97,411.73,415.27,415.27,"8,299,900",2020-05-01
"May 4, 2020",417.78,428.54,414.87,428.15,428.15,"7,799,100",2020-05-04
"May 5, 2020",427.56,431,421.56,424.68,424.68,"6,286,300",2020-05-05
"May 6, 2020",429.3,439.77,426.39,434.26,434.26,"6,660,700",2020-05-06
"May 7, 2020",436.89,438.88,430.66,436.53,436.53,"5,641,900",2020-05-07
"May 8, 2020",434.14,442,433.64,435.55,435.55,"5,049,300",2020-05-08
"May 11, 2020",436.33,444.89,435.56,440.52,440.52,"5,486,000",2020-05-11
"May 12, 2020",442,444.17,431.36,431.82,431.82,"4,598,200",2020-05-12
"May 13, 2020",435.69,447,427.27,438.27,438.27,"7,014,600",2020-05-13
"May 14, 2020",444.9,452.38,432.82,441.95,441.95,"9,007,500",2020-05-14
"May 15, 2020",440.7,455,437.51,454.19,454.19,"7,244,000",2020-05-15
"May 18, 2020",451.16,456.36,443.35,452.58,452.58,"7,773,500",2020-05-18
"May 19, 2020",453.4,458.97,450.47,451.04,451.04,"4,810,500",2020-05-19
"May 20, 2020",454.25,455.81,444,447.67,447.67,"5,607,300",2020-05-20
"May 21, 2020",448.56,448.96,430.25,436.25,436.25,"9,117,300",2020-05-21
"May 22, 2020",437,439.09,427.18,429.32,429.32,"5,422,300",2020-05-22
"May 26, 2020",427.77,428.5,413.14,414.77,414.77,"7,881,100",2020-05-26
"May 27, 2020",410.38,420.02,397.86,419.89,419.89,"10,446,300",2020-05-27
"May 28, 2020",417.24,422.37,411.5,413.44,413.44,"5,655,100",2020-05-28
"May 29, 2020",417.46,420.3,411.85,419.73,419.73,"5,254,900",2020-05-29
"Jun 1, 2020",418.83,426.72,415.98,425.92,425.92,"3,743,700",2020-06-01
"Jun 2, 2020",425.87,427.59,419.46,427.31,427.31,"3,494,800",2020-06-02
"Jun 3, 2020",426.95,427.1,418.05,421.97,421.97,"4,316,000",2020-06-03
"Jun 4, 2020",422.39,428.71,410.03,414.33,414.33,"5,410,500",2020-06-04
"Jun 5, 2020",407.29,420.24,404.25,419.6,419.6,"5,099,600",2020-06-05
"Jun 8, 2020",416,420.8,406.5,419.49,419.49,"5,851,500",2020-06-08
"Jun 9, 2020",421.65,434.73,420.31,434.05,434.05,"6,797,000",2020-06-09
"Jun 10, 2020",436,439.69,430.55,434.48,434.48,"4,896,900",2020-06-10
"Jun 11, 2020",428.2,445.57,424.16,425.56,425.56,"7,462,900",2020-06-11
"Jun 12, 2020",429,434.06,412.45,418.07,418.07,"6,461,100",2020-06-12
"Jun 15, 2020",421.4,426.49,415.42,425.5,425.5,"4,467,900",2020-06-15
"Jun 16, 2020",425.76,437.96,425.18,436.13,436.13,"5,507,900",2020-06-16
"Jun 17, 2020",441.82,450.46,439.22,447.77,447.77,"6,529,600",2020-06-17
"Jun 18, 2020",448.73,452.76,442.8,449.87,449.87,"4,277,600",2020-06-18
"Jun 19, 2020",449.12,453.97,445.6,453.72,453.72,"5,934,500",2020-06-19
"Jun 22, 2020",455.01,468.59,454.21,468.04,468.04,"6,272,100",2020-06-22
"Jun 23, 2020",466.5,474.01,464.5,466.26,466.26,"5,948,400",2020-06-23
"Jun 24, 2020",468.54,472.36,454,457.85,457.85,"4,826,200",2020-06-24
"Jun 25, 2020",458.86,467.01,454,465.91,465.91,"4,134,500",2020-06-25
"Jun 26, 2020",466.39,468.03,442.24,443.4,443.4,"6,804,700",2020-06-26
"Jun 29, 2020",445.23,447.67,432.14,447.24,447.24,"4,844,000",2020-06-29
"Jun 30, 2020",450.02,457.59,447,455.04,455.04,"4,198,500",2020-06-30
"Jul 1, 2020",454,488.23,454,485.64,485.64,"9,705,900",2020-07-01
"Jul 2, 2020",485.64,492.28,475.53,476.89,476.89,"6,351,500",2020-07-02
"Jul 6, 2020",480.77,499.5,479.8,493.81,493.81,"7,839,000",2020-07-06
"Jul 7, 2020",497.31,504.82,490.83,493.16,493.16,"5,669,900",2020-07-07
"Jul 8, 2020",498.58,505.1,493.81,502.78,502.78,"5,691,700",2020-07-08
"Jul 9, 2020",508.4,510,495.78,507.76,507.76,"5,840,500",2020-07-09
"Jul 10, 2020",519.73,555.88,511.28,548.73,548.73,"21,605,600",2020-07-10
"Jul 13, 2020",567.98,575.37,520.96,525.5,525.5,"18,399,000",2020-07-13
"Jul 14, 2020",517.08,525.5,490.49,524.88,524.88,"15,083,300",2020-07-14
